Review #,Brand,Variety,Style,Country,Stars,Top Ten
1638,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5,2015 #10
1637,Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3,NA
1636,Shan,Shoop Instant Noodles Masala Flavour,Pack,Pakistan,3.25,NA
1635,Wai Wai,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,2.75,NA
1634,Samyang Foods,Shoyu Noodle,Cup,South Korea,3.5,NA
1633,A-One,Mi Ly Instant Noodles Mi Bo Beef Flavor,Cup,Vietnam,3.5,NA
1632,Cintan,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,3,NA
1631,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4,NA
1630,Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,NA
1629,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,NA
1628,Azami,Kimchee Noodle Soup,Cup,Canada,0,NA
1627,Vedan,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5,NA
1626,Nissin,Gonbuto Kistune Udon,Bowl,Japan,2.75,NA
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,NA
1624,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3,NA
1623,MyKuali,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,5,NA
1622,Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,USA,4,NA
1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3,NA
1620,Premiere,Gold Penang Asam Laksa Bihun,Pack,Malaysia,3.25,NA
1619,Nissin,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,NA
1618,Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,NA
1617,MyKuali,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,5,2015 #7
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,NA
1615,Hankow,Shanghai Kaiyang Noodle,Pack,China,4,NA
1614,The Bridge,Penang White Curry Noodle,Pack,Malaysia,5,NA
1613,Maruchan,Kaoru Maitake Tempura Udon,Bowl,Japan,3.25,NA
1612,Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,NA
1611,Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4,NA
1610,Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,3,NA
1609,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,NA
1608,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,NA
1607,Myojo,Nyumen Desse Shoyu,Bowl,Japan,2.75,NA
1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,NA
1605,Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5,NA
1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1,NA
1603,Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5,NA
1602,Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,NA
1601,Nongshim,Jinjja Jinjja (New),Pack,South Korea,5,NA
1600,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5,NA
1599,Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5,NA
1598,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4,NA
1597,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,USA,4,NA
1596,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3,NA
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,NA
1594,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,NA
1593,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,NA
1592,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5,NA
1591,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,NA
1590,Mi E-Zee,Perisa Kari Sayuran,Pack,Malaysia,3.75,NA
1589,E-mi,Mi Perencah Ayam Jagung,Pack,Malaysia,3.75,NA
1588,Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,NA
1587,Mi E-Zee,Plain Noodles,Pack,Malaysia,Unrated,NA
1586,J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,3.75,NA
1585,CarJEN,Nyonya Curry Laksa,Pack,Malaysia,5,2015 #4
1584,E-mi,Mi Perencah Asam Pedas,Pack,Malaysia,3.75,NA
1583,J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4,NA
1582,Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,4,NA
1581,United,3 Con Tom Instant Noodles Thailand Sour Shrimp Flavor,Pack,Vietnam,2.75,NA
1580,Emart,Dare You! Habanero Ramen (New Edition),Pack,South Korea,3.75,NA
1579,Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4,NA
1578,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4,NA
1577,Mama,Pork Flavour Whole Wheat Noodle,Pack,Thailand,3.75,NA
1576,Maggi,Authentic Indian Noodles Vegetable Atta Masala,Pack,India,3.75,NA
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,NA
1574,Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5,NA
1573,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,NA
1572,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,NA
1571,Econsave,Choice Instant Noodles Curry Flavour,Pack,Malaysia,3.5,NA
1570,Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5,NA
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,NA
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,NA
1567,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,NA
1566,Nissin,Cup Noodles Tomato Enjoy Noodles With Hot Soup,Cup,India,3.25,NA
1565,Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5,NA
1564,A-One,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,3,NA
1563,Nongshim,Shin Ramyun Noodle Soup (New Edition),Pack,USA,4.25,NA
1562,Koka,Purple Wheat Noodles Soy & Vinegar Flavor,Pack,Singapore,2.75,NA
1561,Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,NA
1560,Kin-Dee,Instant Rice Noodle Spicy Seafood,Tray,Thailand,3.75,NA
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,NA
1558,No Name,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,2,NA
1557,Hao Way,Penang Laksa,Pack,Malaysia,3.5,NA
1556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,3.75,NA
1555,Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,3.5,NA
1554,ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3,NA
1553,Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,NA
1552,Bamee,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,3.5,NA
1551,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,NA
1550,Ibumie,Penang White CurryMee,Pack,Malaysia,5,NA
1549,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5,NA
1548,Samyang Foods,Curry Noodle,Cup,Japan,3.75,NA
1547,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,NA
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,NA
1545,Nanyang Chef,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,5,NA
1544,Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,USA,1.5,NA
1543,Maggi,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,3.75,NA
1542,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,NA
1541,Wu-Mu,Steam Pork Flavour,Pack,Taiwan,3.75,NA
1540,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,NA
1539,New Touch,Kimchi Noodle,Bowl,Japan,3.5,NA
1538,Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,NA
1537,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,NA
1536,Paldo Vina,Koreno Premium Shrimp Flavor,Pack,Vietnam,3.25,NA
1535,Sau Tao,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,3.5,NA
1534,Vit's,Seafood Instant Noodles,Pack,Malaysia,3.75,NA
1533,Miliket,Sate Flavor Instant Noodles,Pack,Vietnam,3.75,NA
1532,Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5,NA
1531,Lucky Me!,Special Instant sopas Chicken Flavor,Pack,Philippines,3.75,NA
1530,Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4,NA
1529,Lucky Me!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,4,NA
1528,Lucky Me!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,3.25,NA
1527,Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5,NA
1526,Lucky Me!,La Paz Batchoy Instant Noodle Soup,Pack,Philippines,3.75,NA
1525,Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,NA
1524,Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,NA
1523,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5,NA
1522,Vifon,Instant Porridge Seafood Flavour,Pack,Vietnam,3.25,NA
1521,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5,2015 #9
1520,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3,NA
1519,Ching's Secret,Manchurian Instant Noodles,Pack,India,3.5,NA
1518,Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5,NA
1517,Katoz,Instant Noodles Spicy Chili,Pack,Sweden,3.5,NA
1516,Men-Sunaoshi,Miso Ramen,Pack,Japan,3.75,NA
1515,Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,4,NA
1514,Maggi,Royale Penang Seafood Curry,Pack,Malaysia,4.5,NA
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,NA
1512,Chewy,Japanese Fried Ramen Noodles Kyoto Barbecue Sauce Flavour,Pack,Hong Kong,1.75,NA
1511,Long Jun Hang,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,3.25,NA
1510,Knorr,Quick Serve Macaroni Wonton Broth,Pack,Hong Kong,3.25,NA
1509,Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,3.5,NA
1508,Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5,2015 #6
1507,Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,NA
1506,Nissin,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,3.75,NA
1505,Shan,Shoop Instant Noodles BBQ Flavour,Pack,Pakistan,3.25,NA
1504,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,NA
1503,Nongshim,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,USA,3.25,NA
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4,NA
1501,Acecook,Ohmori Chukafu Yakisoba,Tray,Japan,3.25,NA
1500,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,2015 #1
1499,United,Instant Noodles Xi Gon Artificial Stewed Beef Flavor,Pack,Vietnam,3.25,NA
1498,Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,3.5,NA
1497,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,NA
1496,Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,NA
1495,Super,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,NA
1494,Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,NA
1493,Maruchan,Magomi-an Kitsune Udon (Eastern Japan Flavor),Bowl,Japan,4.25,NA
1492,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4,NA
1491,Ottogi,Potato Ramen,Pack,South Korea,3.75,NA
1490,Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,NA
1489,Maggi,Multigrainz Noodles Spice Remix,Pack,India,3.25,NA
1488,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5,NA
1487,ICA,Asia Snabbnudlar Kycklingsmak,Pack,Sweden,3.25,NA
1486,Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,5,NA
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,USA,5,NA
1484,Ibumie,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,Malaysia,3.75,NA
1483,Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4,NA
1482,Maruchan,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,4,NA
1481,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,NA
1480,Paldo,Jjol Bibim Men,Pack,South Korea,4,NA
1479,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,NA
1478,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4,NA
1477,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4,NA
1476,Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5,NA
1475,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,NA
1474,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4,NA
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5,NA
1472,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,NA
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5,2013 #10
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,NA
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,NA
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5,NA
1467,Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5,NA
1466,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5,2015 #8
1465,Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5,NA
1464,Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,4.75,NA
1463,Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,USA,3.5,NA
1462,Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,2.25,NA
1461,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4,NA
1460,Nissin,Premium Instant Noodles Spicy Beef Flavour,Pack,Singapore,3.75,NA
1459,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4,NA
1458,Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,3.75,NA
1457,Nissin,Chu Qian Yi Ding Sesame Oil Flavour,Pack,Singapore,3.75,NA
1456,Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,3.5,NA
1455,Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,Singapore,3.75,NA
1454,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4,NA
1453,Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5,NA
1452,Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,NA
1451,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4,NA
1450,Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5,NA
1449,Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4,NA
1448,Nissin,Premium Instant Noodles Roasted Beef Flavour,Pack,Singapore,4.25,NA
1447,Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4,NA
1446,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,NA
1445,MyKuali,Penang Hokkien Prawn Noodle,Pack,Malaysia,5,NA
1444,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,3.5,NA
1443,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25,NA
1442,Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,NA
1441,Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,3.5,NA
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3,NA
1439,Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,NA
1438,Maruchan,Old Style Miso Ramen,Pack,Japan,3.5,NA
1437,Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,3,NA
1436,Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,3.5,NA
1435,Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4,NA
1434,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,NA
1433,Maggi,2 Minute Noodles Curry Flavour,Pack,Singapore,3.75,NA
1432,Maggi,Senses Laksa Instant Noodles,Pack,Singapore,5,NA
1431,Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5,NA
1430,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4,NA
1429,Nissin,Sabor A Gallina Fideos Con Instantanea,Pack,Colombia,3.5,NA
1428,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3,NA
1427,Osaka Ramen,Miso Ramen,Bowl,USA,3.75,NA
1426,Ottogi,Cheese Bokki,Bowl,South Korea,4,NA
1425,Hao Way,Instant Penang White Curry Noodles,Pack,Malaysia,4.5,NA
1424,Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,1.5,NA
1423,Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,3,NA
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3,NA
1421,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,NA
1420,Maruchan,I Want To Eat Ramen Shio,Pack,Japan,3.75,NA
1419,Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,3.5,NA
1418,Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1,NA
1417,Sau Tao,Oat Noodle Abalone Flavored,Pack,Taiwan,1.75,NA
1416,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2,NA
1415,Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5,NA
1414,Paldo,Cheese Ramyun (for US market),Pack,South Korea,5,NA
1413,Chering Chang,Curry La-Men,Pack,Taiwan,5,NA
1412,Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4,NA
1411,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4,NA
1410,Adabi,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,3.25,NA
1409,Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5,NA
1408,Pamana,Chicken Sopas Creamy Macaroni Soup,Cup,Philippines,3.5,NA
1407,Annie Chun's,Ramen House Thai Coconut Ramen,Pack,USA,5,NA
1406,La Fonte,Spaghetti With Mushroom Sauce,Pack,Indonesia,3.75,NA
1405,Maggi,Masala Dumdaar Noodles,Pack,India,3.75,NA
1404,Thai Choice,Instant Noodles Seafood Flavour,Cup,Thailand,4,NA
1403,Tesco,Everyday Value Chicken & Mushroom Flavour,Cup,UK,0.5,NA
1402,Pop Bihun,Spesial Rasa Kari Ayam Pedas,Pack,Indonesia,3.75,NA
1401,Myojo,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,Japan,3.75,NA
1400,Pulmuone,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,South Korea,3.75,NA
1399,Vina Acecook,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,Vietnam,3.75,NA
1398,Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3,NA
1397,Wu-Mu,Steam Seafood Flavor Ramen,Pack,Taiwan,4,NA
1396,Oyatsu,Baby Star Snack Noodle Yakisoba Flavor,Pack,Japan,4.75,NA
1395,Snapdragon,Singapore Laksa Curry Soup Bowl,Bowl,USA,4.25,NA
1394,Paldo,Mild Kokomen (Prototype),Pack,South Korea,4.5,NA
1393,Saji,Sajimee Curry Soup Flavour,Pack,Malaysia,4.25,NA
1392,Miracle Noodle,Miso Marvellous Soup,Pack,USA,4,NA
1391,Shan,Shoop Instant Noodles Chicken Flavour,Pack,Pakistan,3.5,NA
1390,Indomie,Mi Goreng Rasa Iga Penyet,Pack,Indonesia,4.75,NA
1389,Tiger Tiger,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75,NA
1388,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,NA
1387,Takamori Kosan,Red Pepper 7 Garlic Peperoncino,Pack,Japan,4,NA
1386,Takamori Kosan,Sukiyaki Style Noodle Stew,Pack,Japan,4.5,NA
1385,Takamori Kosan,Yaki-Udon Roast Soy Sauce,Pack,Japan,3.75,NA
1384,Takamori Kosan,Hiyashi Udon Bonito Sauce,Pack,Japan,3,NA
1383,Takamori Kosan,Futomen Yakisoba,Pack,Japan,4.75,NA
1382,Takamori Kosan,Hiyashi Chuka Lemon Sauce,Pack,Japan,4.75,NA
1381,Takamori Kosan,Curry Udon,Pack,Japan,5,NA
1380,Takamori Kosan,Chanpon,Pack,Japan,3.75,NA
1379,Takamori Kosan,Shio Yakisoba,Pack,Japan,4,NA
1378,Takamori Kosan,Yakisoba,Pack,Japan,5,NA
1377,Takamori Kosan,Yaki-Udon Mild Spicy Sauce,Pack,Japan,4.25,NA
1376,Takamori Kosan,Katsuo Dashi Udon,Pack,Japan,3.75,NA
1375,Takamori Kosan,Spaghetti Napolitan,Pack,Japan,4,NA
1374,Tokyo Noodle,Spicy Garlic Ramen,Pack,Japan,3.25,NA
1373,Tesco,Everyday Value Beef & Tomato Flavour Noodles,Cup,UK,2,NA
1372,Samyang Foods,Nagasaki Jjamppong,Cup,South Korea,3.75,NA
1371,Campbell's,Hearty Noodles Thai Flavour,Cup,Canada,0,NA
1370,Papa,Oriental Style Instant 'Kua-Chap',Pack,Thailand,3.25,NA
1369,A-Sha Dry Noodle,Hello Kitty Za Jiang (Soybean Sauce),Pack,Taiwan,3.25,NA
1368,Nissin,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,Germany,3,NA
1367,Sawadee,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5,NA
1366,Nongshim,Sir Long Tang Creamy Beef Noodle Soup,Cup,USA,4.25,NA
1365,Four Seas,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,Hong Kong,3.5,NA
1364,Golden Wheat,Korean Style Stew Pork Flavour Noodle Soup,Bowl,China,1.75,NA
1363,Sau Tao,Instant Noodle King Won Ton Flavor,Pack,Hong Kong,2.75,NA
1362,Mamee,Instant Noodles Curry Flavour,Pack,Malaysia,3.5,NA
1361,Mamee,Chef Creamy Tom Yam Flavour,Pack,Malaysia,5,NA
1360,Mamee,Monster BBQ Flavour Snack Noodles,Pack,Malaysia,3.75,NA
1359,Mamee,Chef Curry Laksa Flavour,Cup,Malaysia,5,NA
1358,Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4,NA
1357,Mamee,Mie Goreng Indonesia Spicy Sambal,Cup,Malaysia,5,NA
1356,Mamee,Chef Spicy Chicken Shiitake Flavour,Pack,Malaysia,3.25,NA
1355,Mamee,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,NA
1354,Mamee,Chef Creamy Tom Yam Flavour,Cup,Malaysia,4.75,NA
1353,Mamee,Instant Noodles Vegetarian Flavour,Pack,Malaysia,3.75,NA
1352,Mamee,SLLRRRP! Kari Berapi,Pack,Malaysia,3.75,NA
1351,Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4,NA
1350,Mamee,Chef Curry Laksa Flavour,Pack,Malaysia,5,2014 #7
1349,Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5,NA
1348,Mamee,Instant Vermicelli Tom Yam Flavour,Pack,Malaysia,3.75,NA
1347,Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,South Korea,4,NA
1346,Oyatsu,Baby Star Ramen Round Consomme Mini,Pack,Japan,3.75,NA
1345,Lotus Foods,Forbidden Rice Ramen,Pack,USA,2.25,NA
1344,Lotus Foods,Millet & Brown Rice Ramen,Pack,USA,4,NA
1343,Lotus Foods,Jade Pearl Rice Ramen,Pack,USA,3.25,NA
1342,Ah Lai,White Curry Noodle,Pack,Malaysia,4.5,NA
1341,Plats Du Chef,Cuisine Adventures Chicken Pho Soup,Bowl,Canada,5,NA
1340,Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,2.75,NA
1339,Kin-Dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75,NA
1338,Batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5,NA
1337,Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,USA,4.25,NA
1336,Shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,USA,3.75,NA
1335,Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,USA,4,NA
1334,Sakura Noodle,Chikara Brand Udon Mushroom Flavor,Pack,USA,3.75,NA
1333,Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,USA,3.75,NA
1332,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75,NA
1331,Indomie,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Pack,Indonesia,3.75,NA
1330,Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5,2014 #4
1329,Vifon,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Cup,Vietnam,1.25,NA
1328,A-Sha Dry Noodle,Hello Kitty La Wei (Spicy Flavor),Pack,Taiwan,3.75,NA
1327,Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3,NA
1326,Mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,Malaysia,3.75,NA
